ibge_municipio,ibge_municipio_7,municipio_nome_oficial,uf_sigla_oficial,uf_nome_oficial,regiao_nome_oficial,source_url,retrieved_at,mobile_4g5g_resident_coverage_pct,mobile_5g_resident_coverage_pct,mobile_reference_period,fixed_broadband_accesses_per_100_people,fixed_broadband_reference_period,anatel_data_status,anatel_interpretation
110001,1100015,Alta Floresta D'Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,69.299247231786,0.0,2026-03,29.920568745337,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110002,1100023,Ariquemes,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,90.8962132744,86.838160957525,2026-03,27.626637354585,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110003,1100031,Cabixi,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,63.461121285740994,45.62943561951,2026-03,47.581214689266,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110004,1100049,Cacoal,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,87.021528537065,73.157807382002,2026-03,32.52035002035,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110005,1100056,Cerejeiras,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,92.33872120830699,59.622146003776,2026-03,14.959330425557,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110006,1100064,Colorado do Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,82.782480367746,0.0,2026-03,33.529197964623,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110007,1100072,Corumbiara,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,48.04795850512,0.0,2026-03,23.782630522088,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110008,1100080,Costa Marques,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,51.733808505583,39.647869644413,2026-03,15.59585492228,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110009,1100098,Espigão D'Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,75.221717209492,0.0,2026-03,13.86943547896,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110010,1100106,Guajará-Mirim,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,78.609827354203,0.0,2026-03,19.917878607148,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110011,1100114,Jaru,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,82.820412919294,39.724240675219,2026-03,32.281527243993,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110012,1100122,Ji-Paraná,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,94.768973884648,90.586864951381,2026-03,34.797753049586,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110013,1100130,Machadinho D'Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,53.487425994073,0.0,2026-03,38.375940730329,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110014,1100148,Nova Brasilândia D'Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,57.53935646406,0.0,2026-03,54.097960180774,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110015,1100155,Ouro Preto do Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,84.24680772742799,72.652416961534,2026-03,22.541619274119,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110018,1100189,Pimenta Bueno,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,85.737477978278,54.262996379600004,2026-03,23.694543600204,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110020,1100205,Porto Velho,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,93.083387781962,87.97389150236499,2026-03,31.395822749846,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110025,1100254,Presidente Médici,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,67.898676462979,0.0,2026-03,44.626522526048,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110026,1100262,Rio Crespo,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,54.60248631518299,0.0,2026-03,13.060791080435,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110028,1100288,Rolim de Moura,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,88.303396092614,76.261686345424,2026-03,30.947124319001,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110029,1100296,Santa Luzia D'Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,67.238180347756,48.380571505594,2026-03,13.346943983667,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110030,1100304,Vilhena,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,95.73022215961299,93.59519815927901,2026-03,22.88077628111,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110032,1100320,São Miguel do Guaporé,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,64.669560434481,0.0,2026-03,19.838601210491,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110033,1100338,Nova Mamoré,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,58.216563826442005,0.0,2026-03,18.522002717675,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110034,1100346,Alvorada D'Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,68.486755355645,0.0,2026-03,56.253644314869,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110037,1100379,Alto Alegre dos Parecis,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,53.994418503354005,0.0,2026-03,23.322709814497,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110040,1100403,Alto Paraíso,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,59.848558210784,0.0,2026-03,17.501574397435,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110045,1100452,Buritis,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,75.064089739926,32.155374749929,2026-03,33.710724656596,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110050,1100502,Novo Horizonte do Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,34.701969479588,0.0,2026-03,55.544405418966,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110060,1100601,Cacaulândia,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,48.290814457831,42.996142168675,2026-03,36.92917054986,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110070,1100700,Campo Novo de Rondônia,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,28.075713478064003,0.0,2026-03,27.047828477185,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110080,1100809,Candeias do Jamari,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,73.066482743165,0.0,2026-03,16.624850902809,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110090,1100908,Castanheiras,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,33.654361274358,0.0,2026-03,40.782608695652,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110092,1100924,Chupinguaia,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,57.709550622051,41.871199056198996,2026-03,12.157786282014,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110094,1100940,Cujubim,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,69.679690506627,0.0,2026-03,16.004282924986,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110100,1101005,Governador Jorge Teixeira,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,42.147856517935,0.0,2026-03,12.494004796163,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110110,1101104,Itapuã do Oeste,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,71.696857744502,0.0,2026-03,21.759861291721,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110120,1101203,Ministro Andreazza,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,58.717250231983,47.12303897309,2026-03,36.447307869305,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110130,1101302,Mirante da Serra,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,70.25671900379,0.0,2026-03,37.30972351662,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
110140,1101401,Monte Negro,RO,Rondônia,Norte,https://servicodados.ibge.gov.br/api/v1/localidades/municipios,2026-07-12,51.725578455143996,0.0,2026-03,17.283037475345,2026-05,complete,"mobile coverage is model-estimated; fixed density counts accesses, not unique people or service quality"
