ibge_municipio,municipio_nome_ibge,uf_sigla,phase1_eligibility,phase1_mc_score_median,phase1_mc_rank_median,phase1_mc_rank_p05,phase1_mc_rank_p95,phase1_mc_probability_top_decile
150172,Brasil Novo,PA,eligible_phase1_proxy,22.712793350219727,694.0,657.9500122070312,720.0,0.0
292930,São Gonçalo dos Campos,BA,eligible_phase1_proxy,22.533187866210938,696.5,643.0,731.0499877929688,0.0
150780,Senador José Porfírio,PA,eligible_phase1_proxy,22.0053653717041,698.0,647.0,732.0499877929688,0.0
260230,Bonito,PE,eligible_phase1_proxy,21.88178253173828,698.0,677.0,715.0,0.0
355120,Sarutaiá,SP,eligible_phase1_proxy,22.109798431396484,699.0,641.0,726.0,0.0
431700,Santana da Boa Vista,RS,eligible_phase1_proxy,22.127605438232422,701.0,627.0,725.0,0.0
315430,Resplendor,MG,eligible_phase1_proxy,21.836929321289062,701.0,631.9500122070312,729.0,0.0
500795,Tacuru,MS,eligible_phase1_proxy,21.391155242919922,701.0,672.0,728.0499877929688,0.0
150250,Chaves,PA,eligible_phase1_proxy,21.257713317871094,703.0,639.0,744.0,0.0
150120,Baião,PA,eligible_phase1_proxy,21.167247772216797,704.0,668.0,733.0,0.0
150445,Medicilândia,PA,eligible_phase1_proxy,20.68390655517578,708.0,674.0,732.0,0.0
150820,Vigia,PA,eligible_phase1_proxy,20.898181915283203,708.0,635.9500122070312,744.0499877929688,0.0
354810,Santo Antônio do Jardim,SP,eligible_phase1_proxy,20.707469940185547,709.0,647.9000244140625,732.0,0.0
510190,Brasnorte,MT,eligible_phase1_proxy,20.668380737304688,709.0,654.9500122070312,731.0,0.0
170825,Tabocão,TO,eligible_phase1_proxy,20.557682037353516,710.0,654.9500122070312,733.0,0.0
410850,General Carneiro,PR,eligible_phase1_proxy,20.54854965209961,710.0,666.0,724.0,0.0
260700,Inajá,PE,eligible_phase1_proxy,20.40020751953125,711.0,668.0,737.0,0.0
150650,Santa Izabel do Pará,PA,eligible_phase1_proxy,20.478622436523438,711.5,645.0,746.0,0.0
352470,Jaguariúna,SP,eligible_phase1_proxy,20.261451721191406,712.0,654.0,736.0,0.0
210360,Coroatá,MA,eligible_phase1_proxy,20.227638244628906,712.0,682.0,731.0,0.0
351790,Guaraci,SP,eligible_phase1_proxy,20.48769760131836,712.0,621.9500122070312,742.0,0.0
500515,Juti,MS,eligible_phase1_proxy,20.01388931274414,715.0,642.0,737.0,0.0
150180,Breves,PA,eligible_phase1_proxy,19.438926696777344,716.0,630.8499755859375,750.0499877929688,0.0
355490,Três Fronteiras,SP,eligible_phase1_proxy,20.020404815673828,716.0,636.0,740.0,0.0
211240,Turiaçu,MA,eligible_phase1_proxy,19.567604064941406,717.5,654.0,746.0,0.0
432143,Terra de Areia,RS,eligible_phase1_proxy,19.563236236572266,719.0,645.0,741.0,0.0
500330,Coxim,MS,eligible_phase1_proxy,19.191478729248047,720.0,698.9500122070312,736.0,0.0
150470,Moju,PA,eligible_phase1_proxy,19.00237274169922,722.0,624.9500122070312,752.0,0.0
315480,Rio Acima,MG,eligible_phase1_proxy,18.528003692626953,723.0,690.9500122070312,734.0,0.0
312440,Espírito Santo do Dourado,MG,eligible_phase1_proxy,18.717601776123047,723.0,670.0,736.0,0.0
330460,Santa Maria Madalena,RJ,eligible_phase1_proxy,18.0985164642334,726.0,671.9500122070312,743.0,0.0
522180,Urutaí,GO,eligible_phase1_proxy,17.581180572509766,726.0,660.0,751.0,0.0
352200,Itaju,SP,eligible_phase1_proxy,17.52029037475586,726.0,668.0,747.0,0.0
150230,Capitão Poço,PA,eligible_phase1_proxy,17.52109146118164,728.0,704.9500122070312,740.0,0.0
411745,Ouro Verde do Oeste,PR,eligible_phase1_proxy,17.607187271118164,728.0,662.0,745.0,0.0
260915,Manari,PE,eligible_phase1_proxy,17.696186065673828,728.0,693.0,747.0,0.0
292440,Pilão Arcado,BA,eligible_phase1_proxy,17.12592887878418,729.0,708.0,743.0,0.0
150800,Tomé-Açu,PA,eligible_phase1_proxy,17.655162811279297,731.0,674.0,750.0,0.0
351190,Clementina,SP,eligible_phase1_proxy,17.209426879882812,732.0,671.0,744.0,0.0
352540,Jeriquara,SP,eligible_phase1_proxy,16.54082679748535,732.5,674.0,754.0,0.0
130380,São Gabriel da Cachoeira,AM,eligible_phase1_proxy,17.106670379638672,733.0,644.0,755.0,0.0
353230,Natividade da Serra,SP,eligible_phase1_proxy,16.337099075317383,733.0,702.9500122070312,745.0,0.0
351720,Guaiçara,SP,eligible_phase1_proxy,17.2642879486084,733.0,681.0,741.0,0.0
520551,Cocalzinho de Goiás,GO,eligible_phase1_proxy,16.309803009033203,735.0,684.0,746.0,0.0
500710,Ribas do Rio Pardo,MS,eligible_phase1_proxy,15.085996627807617,738.0,726.0,746.0,0.0
130250,Manacapuru,AM,eligible_phase1_proxy,15.744139671325684,739.0,696.0,752.0,0.0
350350,Areias,SP,eligible_phase1_proxy,14.904966354370117,740.0,701.0,749.0,0.0
150020,Acará,PA,eligible_phase1_proxy,14.374456405639648,743.0,688.9500122070312,757.0,0.0
314020,Maripá de Minas,MG,eligible_phase1_proxy,13.598060607910156,745.0,705.9500122070312,753.0,0.0
521730,Pirenópolis,GO,eligible_phase1_proxy,13.36607551574707,745.0,703.0,750.0,0.0
351150,Cerquilho,SP,eligible_phase1_proxy,12.973552703857422,746.0,698.0,752.0,0.0
430520,Cerro Largo,RS,eligible_phase1_proxy,13.46597671508789,746.0,681.0,752.0,0.0
290400,Boninal,BA,eligible_phase1_proxy,11.94134521484375,748.0,738.0,754.0,0.0
330285,Mesquita,RJ,eligible_phase1_proxy,11.373942375183105,749.0,731.9500122070312,754.0,0.0
130190,Itacoatiara,AM,eligible_phase1_proxy,11.943164825439453,749.0,726.0,757.0,0.0
421710,São Martinho,SC,eligible_phase1_proxy,11.233176231384277,751.0,720.0,755.0,0.0
352550,Joanópolis,SP,eligible_phase1_proxy,11.401225090026855,751.0,714.0,754.0,0.0
410345,Cafelândia,PR,eligible_phase1_proxy,10.39364242553711,753.0,729.0,756.0,0.0
120060,Tarauacá,AC,eligible_phase1_proxy,10.20102310180664,754.0,737.9500122070312,758.0,0.0
510370,Feliz Natal,MT,eligible_phase1_proxy,8.388582229614258,756.0,748.0,758.0,0.0
352110,Ipeúna,SP,eligible_phase1_proxy,6.807124614715576,757.0,751.0,759.0,0.0
412030,Porto Vitória,PR,eligible_phase1_proxy,6.501986503601074,758.0,752.9500122070312,759.0,0.0
120080,Porto Acre,AC,eligible_phase1_proxy,6.2292985916137695,758.0,756.0,759.0,0.0
431033,Imbé,RS,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522068,Simolândia,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522060,Silvânia,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522205,Vicentinópolis,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522200,Vianópolis,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522190,Varjão,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
110003,Cabixi,RO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522170,Uruana,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522028,São Patrício,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522026,São Miguel do Passa Quatro,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522020,São Miguel do Araguaia,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522015,São Luiz do Norte,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522010,São Luís de Montes Belos,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
522005,São João da Paraúna,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
110007,Corumbiara,RO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
521870,Rianápolis,GO,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220665,Morro Cabeça no Tempo,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220660,Monte Alegre do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220650,Monsenhor Hipólito,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220640,Monsenhor Gil,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220620,Miguel Alves,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220610,Matias Olímpio,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220600,Marcos Parente,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220595,Marcolândia,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220590,Manoel Emídio,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220585,Madeiro,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220580,Luzilândia,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220570,Luís Correia,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220560,Landri Sales,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220558,Lagoa do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220556,Lagoa do Barro do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220555,Lagoa Alegre,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220775,Passagem Franca do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220760,Parnaguá,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220750,Palmeirais,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220740,Palmeira do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220735,Pajeú do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220730,Paes Landim,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220720,Padre Marcos,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220710,Olho D'Água do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220700,Oeiras,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220695,Novo Santo Antônio,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220690,Novo Oriente do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220680,Nossa Senhora dos Remédios,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220675,Nossa Senhora de Nazaré,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220672,Nazária,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220670,Nazaré do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220667,Morro do Chapéu do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220890,RIBEIRO GONCALVES,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220880,Regeneração,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220865,Queimada Nova,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220860,Prata do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220855,Porto Alegre do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220850,Porto,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220840,Piripiri,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220830,Piracuruca,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220820,Pio IX,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220810,Pimenteiras,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220800,Picos,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220795,Nova Santa Rita,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220790,Pedro II,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220785,Pavussu,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220780,Paulistana,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220777,Patos do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221040,São Miguel do Tapuio,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221035,São Lourenço do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221030,São Julião,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221000,São João do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220997,São João do Arraial,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220990,São João da Serra,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220987,São João da Fronteira,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220970,São Francisco do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220965,São Francisco de Assis do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220955,São Braz do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220940,Santo Antônio de Lisboa,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220930,Santa Luz,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220920,Santa Filomena,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220915,Santa Cruz dos Milagres,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220910,Santa Cruz do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
220900,Rio Grande do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230010,Abaiara,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221170,Wall Ferraz,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221160,Vila Nova do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221150,Vera Mendes,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221140,Várzea Grande,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221130,Valença do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221120,Uruçuí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221110,União,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221100,Teresina,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221097,Tanque do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221093,Sussuapara,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221070,Simões,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221065,Sigefredo Pacheco,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221063,Sebastião Leal,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221060,São Raimundo Nonato,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
221050,São Pedro do Piauí,PI,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230150,Arneiroz,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230140,Aratuba,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230130,Araripe,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230125,Ararendá,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230110,Aracati,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230100,Aquiraz,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230090,Apuiarés,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230080,Antonina do Norte,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230075,Amontada,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230070,Alto Santo,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230060,Altaneira,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230050,Alcântaras,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230040,Aiuaba,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230030,Acopiara,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230020,Acaraú,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230015,Acarape,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230280,Canindé,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230270,Campos Sales,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230260,Camocim,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230250,Brejo Santo,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230240,Boa Viagem,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230230,Bela Cruz,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230220,Beberibe,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230210,Baturité,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230205,Barroquinha,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230200,Barro,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230195,Barreira,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230190,Barbalha,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230185,Banabuiú,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230180,Baixio,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230170,Aurora,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230160,Assaré,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230423,Croatá,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230420,Crato,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230410,Crateús,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230400,Coreaú,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230395,Chorozinho,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230393,Choró,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230390,Chaval,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230380,Cedro,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230365,Catunda,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230350,Cascavel,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230340,Carnaubal,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230330,Cariús,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230320,Caririaçu,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230310,Cariré,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230300,Caridade,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230290,Capistrano,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230520,Hidrolândia,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230500,Guaraciaba do Norte,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230495,Guaiúba,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230490,Groaíras,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230480,Granjeiro,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230470,Granja,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230465,Graça,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230460,General Sampaio,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230450,Frecheirinha,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230445,Fortim,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230435,Forquilha,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230430,Farias Brito,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230428,Eusébio,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230427,Ereré,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230426,Deputado Irapuan Pinheiro,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230425,Cruz,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230630,Itapajé,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230620,Itaiçaba,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230610,Irauçuba,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230600,Iracema,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230590,Ipueiras,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230580,Ipu,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230570,Ipaumirim,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230565,Ipaporanga,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230560,Independência,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230550,Iguatu,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230540,Icó,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230535,Icapuí,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230533,Ibicuitinga,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230530,Ibiapina,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230526,Ibaretama,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230523,Horizonte,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230770,Maranguape,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230765,Maracanaú,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230763,Madalena,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230760,Limoeiro do Norte,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230750,Lavras da Mangabeira,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230740,Jucás,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230725,Jijoca de Jericoacoara,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230710,Jardim,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230700,Jaguaruana,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230690,Jaguaribe,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230680,Jaguaribara,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230670,Jaguaretama,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230660,Itatira,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230655,Itarema,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230650,Itapiúna,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230640,Itapipoca,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230910,Mulungu,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230900,Mucambo,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230890,Morrinhos,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230880,Moraújo,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230870,Morada Nova,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230860,Monsenhor Tabosa,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230850,Mombaça,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230840,Missão Velha,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230837,Miraíma,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230835,Milhã,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230830,Milagres,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230820,Meruoca,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230810,Mauriti,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230800,Massapê,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230790,Martinópole,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230780,Marco,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
231050,Pedra Branca,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
231040,Paramoti,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
231030,Parambu,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
231025,Paraipaba,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
231020,Paracuru,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
231010,Palmácia,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
231000,Palhano,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230990,Pacujá,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230980,Pacoti,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230970,Pacatuba,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230960,Pacajus,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
230950,Orós,CE,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
