ibge_municipio,municipio_nome_ibge,uf_sigla,scenario,opportunity_score,rank
314210,Miradouro,MG,balanced,0.0,760.0
314220,Miraí,MG,balanced,0.0,760.0
314225,Miravânia,MG,balanced,0.0,760.0
314230,Moeda,MG,balanced,0.0,760.0
314240,Moema,MG,balanced,0.0,760.0
314250,Monjolos,MG,balanced,0.0,
314260,Monsenhor Paulo,MG,balanced,0.0,760.0
314270,Montalvânia,MG,balanced,0.0,760.0
314280,Monte Alegre de Minas,MG,balanced,0.0,760.0
314290,Monte Azul,MG,balanced,0.0,760.0
314300,Monte Belo,MG,balanced,0.0,760.0
314310,Monte Carmelo,MG,balanced,0.0,760.0
314315,Monte Formoso,MG,balanced,0.0,760.0
314320,Monte Santo de Minas,MG,balanced,0.0,760.0
314330,Montes Claros,MG,balanced,0.0,760.0
314340,Monte Sião,MG,balanced,0.0,760.0
314345,Montezuma,MG,balanced,0.0,760.0
314350,Morada Nova de Minas,MG,balanced,0.0,760.0
314360,Morro da Garça,MG,balanced,0.0,760.0
314370,Morro do Pilar,MG,balanced,0.0,760.0
314380,Munhoz,MG,balanced,0.0,760.0
314390,Muriaé,MG,balanced,0.0,760.0
314400,Mutum,MG,balanced,0.0,760.0
314410,Muzambinho,MG,balanced,0.0,760.0
314420,Nacip Raydan,MG,balanced,0.0,760.0
314430,Nanuque,MG,balanced,0.0,760.0
314435,Naque,MG,balanced,0.0,760.0
314437,Natalândia,MG,balanced,0.0,760.0
314440,Natércia,MG,balanced,0.0,760.0
314450,Nazareno,MG,balanced,0.0,760.0
314460,Nepomuceno,MG,balanced,0.0,760.0
314465,Ninheira,MG,balanced,0.0,760.0
314467,Nova Belém,MG,balanced,0.0,760.0
314470,Nova Era,MG,balanced,0.0,760.0
314480,Nova Lima,MG,balanced,51.32841220116614,366.0
314490,Nova Módica,MG,balanced,0.0,760.0
314500,Nova Ponte,MG,balanced,0.0,760.0
314505,Nova Porteirinha,MG,balanced,0.0,760.0
314510,Nova Resende,MG,balanced,0.0,760.0
314520,Nova Serrana,MG,balanced,52.757956931873416,348.0
314530,Novo Cruzeiro,MG,balanced,0.0,760.0
314535,Novo Oriente de Minas,MG,balanced,0.0,760.0
314537,Novorizonte,MG,balanced,0.0,760.0
314540,Olaria,MG,balanced,0.0,760.0
314545,Olhos-d'Água,MG,balanced,0.0,760.0
314550,Olímpio Noronha,MG,balanced,0.0,760.0
314560,Oliveira,MG,balanced,0.0,760.0
314570,Oliveira Fortes,MG,balanced,0.0,760.0
314580,Onça de Pitangui,MG,balanced,0.0,760.0
314585,Oratórios,MG,balanced,0.0,760.0
314587,Orizânia,MG,balanced,0.0,760.0
314590,Ouro Branco,MG,balanced,0.0,760.0
314600,Ouro Fino,MG,balanced,37.037752066887926,533.0
314610,Ouro Preto,MG,balanced,0.0,760.0
314620,Ouro Verde de Minas,MG,balanced,0.0,760.0
314625,Padre Carvalho,MG,balanced,0.0,760.0
314630,Padre Paraíso,MG,balanced,0.0,760.0
314640,Paineiras,MG,balanced,0.0,760.0
314650,Pains,MG,balanced,0.0,760.0
314655,Pai Pedro,MG,balanced,0.0,760.0
314660,Paiva,MG,balanced,0.0,760.0
314670,Palma,MG,balanced,0.0,760.0
314675,Palmópolis,MG,balanced,0.0,760.0
314690,Papagaios,MG,balanced,0.0,760.0
314700,Paracatu,MG,balanced,51.38195015325484,365.0
314710,Pará de Minas,MG,balanced,0.0,760.0
314720,Paraguaçu,MG,balanced,0.0,760.0
314730,Paraisópolis,MG,balanced,0.0,760.0
314740,Paraopeba,MG,balanced,50.59865625252937,380.0
314750,Passabém,MG,balanced,0.0,760.0
314760,Passa Quatro,MG,balanced,0.0,760.0
314770,Passa Tempo,MG,balanced,0.0,760.0
314780,Passa Vinte,MG,balanced,0.0,760.0
314790,Passos,MG,balanced,80.80179071812557,12.0
314795,Patis,MG,balanced,0.0,760.0
314800,Patos de Minas,MG,balanced,64.59507631241279,191.0
314810,Patrocínio,MG,balanced,67.4190083543608,155.0
314820,Patrocínio do Muriaé,MG,balanced,0.0,760.0
314830,Paula Cândido,MG,balanced,0.0,760.0
314840,Paulistas,MG,balanced,0.0,760.0
314850,Pavão,MG,balanced,0.0,760.0
314860,Peçanha,MG,balanced,0.0,760.0
314870,Pedra Azul,MG,balanced,0.0,760.0
314875,Pedra Bonita,MG,balanced,0.0,760.0
314880,Pedra do Anta,MG,balanced,0.0,760.0
314890,Pedra do Indaiá,MG,balanced,0.0,760.0
314900,Pedra Dourada,MG,balanced,0.0,760.0
314910,Pedralva,MG,balanced,0.0,760.0
314915,Pedras de Maria da Cruz,MG,balanced,0.0,760.0
314920,Pedrinópolis,MG,balanced,0.0,760.0
314930,Pedro Leopoldo,MG,balanced,49.51326525022964,391.0
314940,Pedro Teixeira,MG,balanced,0.0,760.0
314950,Pequeri,MG,balanced,0.0,760.0
314960,Pequi,MG,balanced,0.0,760.0
314970,Perdigão,MG,balanced,0.0,760.0
314980,Perdizes,MG,balanced,0.0,760.0
314990,Perdões,MG,balanced,0.0,760.0
314995,Periquito,MG,balanced,0.0,760.0
315000,Pescador,MG,balanced,0.0,760.0
315010,Piau,MG,balanced,0.0,760.0
315015,Piedade de Caratinga,MG,balanced,0.0,760.0
315020,Piedade de Ponte Nova,MG,balanced,0.0,760.0
315030,Piedade do Rio Grande,MG,balanced,0.0,760.0
315040,Piedade dos Gerais,MG,balanced,0.0,760.0
315050,Pimenta,MG,balanced,0.0,760.0
315053,Pingo-d'Água,MG,balanced,0.0,760.0
315057,Pintópolis,MG,balanced,0.0,760.0
315060,Piracema,MG,balanced,0.0,760.0
315070,Pirajuba,MG,balanced,0.0,760.0
315080,Piranga,MG,balanced,0.0,760.0
315090,Piranguçu,MG,balanced,0.0,760.0
315100,Piranguinho,MG,balanced,0.0,760.0
315110,Pirapetinga,MG,balanced,0.0,760.0
315120,Pirapora,MG,balanced,0.0,760.0
315130,Piraúba,MG,balanced,0.0,760.0
315140,Pitangui,MG,balanced,0.0,760.0
315150,Piumhi,MG,balanced,0.0,760.0
315160,Planura,MG,balanced,42.14596919905885,487.0
315170,Poço Fundo,MG,balanced,0.0,760.0
315180,Poços de Caldas,MG,balanced,66.83067450302126,160.0
315190,Pocrane,MG,balanced,0.0,760.0
315200,Pompéu,MG,balanced,34.43967401098093,555.0
315210,Ponte Nova,MG,balanced,0.0,760.0
315213,Ponto Chique,MG,balanced,0.0,760.0
315217,Ponto dos Volantes,MG,balanced,0.0,760.0
315220,Porteirinha,MG,balanced,0.0,760.0
315230,Porto Firme,MG,balanced,0.0,760.0
315240,Poté,MG,balanced,0.0,760.0
315250,Pouso Alegre,MG,balanced,70.28769666348693,102.0
315260,Pouso Alto,MG,balanced,0.0,760.0
315270,Prados,MG,balanced,0.0,760.0
315280,Prata,MG,balanced,0.0,760.0
315290,Pratápolis,MG,balanced,0.0,760.0
315300,Pratinha,MG,balanced,0.0,760.0
315310,Presidente Bernardes,MG,balanced,0.0,760.0
315320,Presidente Juscelino,MG,balanced,0.0,760.0
315330,Presidente Kubitschek,MG,balanced,0.0,760.0
315340,Presidente Olegário,MG,balanced,0.0,760.0
315350,Alto Jequitibá,MG,balanced,0.0,760.0
315360,Prudente de Morais,MG,balanced,0.0,760.0
315370,Quartel Geral,MG,balanced,0.0,760.0
315380,Queluzito,MG,balanced,0.0,
315390,Raposos,MG,balanced,38.78443929788898,514.0
315400,Raul Soares,MG,balanced,0.0,760.0
315410,Recreio,MG,balanced,0.0,760.0
315415,Reduto,MG,balanced,0.0,760.0
315420,Resende Costa,MG,balanced,0.0,760.0
315430,Resplendor,MG,balanced,24.462912302567872,645.0
315440,Ressaquinha,MG,balanced,0.0,760.0
315445,Riachinho,MG,balanced,0.0,760.0
315450,Riacho dos Machados,MG,balanced,0.0,760.0
315460,Ribeirão das Neves,MG,balanced,69.48715513686837,121.0
315470,Ribeirão Vermelho,MG,balanced,0.0,760.0
315480,Rio Acima,MG,balanced,14.553448109555877,735.0
315490,Rio Casca,MG,balanced,0.0,760.0
315500,Rio Doce,MG,balanced,0.0,760.0
315510,Rio do Prado,MG,balanced,0.0,760.0
315520,Rio Espera,MG,balanced,0.0,760.0
315530,Rio Manso,MG,balanced,0.0,760.0
315540,Rio Novo,MG,balanced,0.0,760.0
315550,Rio Paranaíba,MG,balanced,0.0,760.0
315560,Rio Pardo de Minas,MG,balanced,0.0,760.0
315570,Rio Piracicaba,MG,balanced,0.0,760.0
315580,Rio Pomba,MG,balanced,0.0,760.0
315590,Rio Preto,MG,balanced,0.0,760.0
315600,Rio Vermelho,MG,balanced,0.0,760.0
315610,Ritápolis,MG,balanced,0.0,760.0
315620,Rochedo de Minas,MG,balanced,0.0,760.0
315630,Rodeiro,MG,balanced,0.0,760.0
315640,Romaria,MG,balanced,0.0,760.0
315645,Rosário da Limeira,MG,balanced,0.0,760.0
315650,Rubelita,MG,balanced,0.0,760.0
315660,Rubim,MG,balanced,0.0,760.0
315670,Sabará,MG,balanced,48.89054676339343,400.0
315680,Sabinópolis,MG,balanced,0.0,760.0
315690,Sacramento,MG,balanced,0.0,760.0
315700,Salinas,MG,balanced,0.0,760.0
315710,Salto da Divisa,MG,balanced,0.0,760.0
315720,Santa Bárbara,MG,balanced,0.0,760.0
315725,Santa Bárbara do Leste,MG,balanced,0.0,760.0
315727,Santa Bárbara do Monte Verde,MG,balanced,0.0,760.0
315730,Santa Bárbara do Tugúrio,MG,balanced,0.0,760.0
315733,Santa Cruz de Minas,MG,balanced,0.0,760.0
315737,Santa Cruz de Salinas,MG,balanced,0.0,760.0
315740,Santa Cruz do Escalvado,MG,balanced,0.0,760.0
315750,Santa Efigênia de Minas,MG,balanced,0.0,760.0
315760,Santa Fé de Minas,MG,balanced,0.0,
315765,Santa Helena de Minas,MG,balanced,0.0,760.0
315770,Santa Juliana,MG,balanced,67.90698401399352,148.0
315780,Santa Luzia,MG,balanced,65.61910187705864,172.0
315790,Santa Margarida,MG,balanced,0.0,760.0
315800,Santa Maria de Itabira,MG,balanced,0.0,760.0
315810,Santa Maria do Salto,MG,balanced,0.0,760.0
315820,Santa Maria do Suaçuí,MG,balanced,0.0,760.0
315830,Santana da Vargem,MG,balanced,0.0,760.0
315840,Santana de Cataguases,MG,balanced,0.0,
315850,Santana de Pirapama,MG,balanced,0.0,760.0
315860,Santana do Deserto,MG,balanced,0.0,760.0
315870,Santana do Garambéu,MG,balanced,0.0,760.0
315880,Santana do Jacaré,MG,balanced,0.0,760.0
315890,Santana do Manhuaçu,MG,balanced,0.0,760.0
315895,Santana do Paraíso,MG,balanced,57.51842600204773,286.0
315900,Santana do Riacho,MG,balanced,0.0,760.0
315910,Santana dos Montes,MG,balanced,0.0,760.0
315920,Santa Rita de Caldas,MG,balanced,0.0,760.0
315930,Santa Rita de Jacutinga,MG,balanced,0.0,760.0
315935,Santa Rita de Minas,MG,balanced,0.0,760.0
315940,Santa Rita de Ibitipoca,MG,balanced,0.0,760.0
315950,Santa Rita do Itueto,MG,balanced,0.0,760.0
315960,Santa Rita do Sapucaí,MG,balanced,0.0,760.0
315970,Santa Rosa da Serra,MG,balanced,0.0,760.0
315980,Santa Vitória,MG,balanced,0.0,760.0
315990,Santo Antônio do Amparo,MG,balanced,0.0,760.0
316000,Santo Antônio do Aventureiro,MG,balanced,0.0,760.0
316010,Santo Antônio do Grama,MG,balanced,0.0,760.0
316020,Santo Antônio do Itambé,MG,balanced,0.0,760.0
316030,Santo Antônio do Jacinto,MG,balanced,0.0,760.0
316040,Santo Antônio do Monte,MG,balanced,0.0,760.0
316045,Santo Antônio do Retiro,MG,balanced,0.0,760.0
316050,Santo Antônio do Rio Abaixo,MG,balanced,0.0,760.0
316060,Santo Hipólito,MG,balanced,0.0,760.0
316070,Santos Dumont,MG,balanced,0.0,760.0
316080,São Bento Abade,MG,balanced,0.0,760.0
316090,São Brás do Suaçuí,MG,balanced,0.0,760.0
316095,São Domingos das Dores,MG,balanced,0.0,760.0
316100,São Domingos do Prata,MG,balanced,0.0,760.0
316105,São Félix de Minas,MG,balanced,0.0,760.0
316110,São Francisco,MG,balanced,0.0,760.0
316120,São Francisco de Paula,MG,balanced,0.0,760.0
316130,São Francisco de Sales,MG,balanced,0.0,760.0
316140,São Francisco do Glória,MG,balanced,0.0,760.0
316150,São Geraldo,MG,balanced,0.0,760.0
316160,São Geraldo da Piedade,MG,balanced,0.0,760.0
316165,São Geraldo do Baixio,MG,balanced,0.0,760.0
316170,São Gonçalo do Abaeté,MG,balanced,0.0,760.0
316180,São Gonçalo do Pará,MG,balanced,0.0,760.0
316190,São Gonçalo do Rio Abaixo,MG,balanced,0.0,760.0
316200,São Gonçalo do Sapucaí,MG,balanced,0.0,760.0
316210,São Gotardo,MG,balanced,0.0,760.0
316220,São João Batista do Glória,MG,balanced,0.0,760.0
316225,São João da Lagoa,MG,balanced,0.0,760.0
316230,São João da Mata,MG,balanced,0.0,760.0
316240,São João da Ponte,MG,balanced,0.0,760.0
316245,São João das Missões,MG,balanced,0.0,760.0
316250,São João del Rei,MG,balanced,0.0,760.0
316255,São João do Manhuaçu,MG,balanced,0.0,760.0
316257,São João do Manteninha,MG,balanced,0.0,760.0
316260,São João do Oriente,MG,balanced,0.0,760.0
316265,São João do Pacuí,MG,balanced,0.0,760.0
316270,São João do Paraíso,MG,balanced,0.0,760.0
316280,São João Evangelista,MG,balanced,0.0,760.0
316290,São João Nepomuceno,MG,balanced,32.86849455759205,572.0
316292,São Joaquim de Bicas,MG,balanced,0.0,760.0
316294,São José da Barra,MG,balanced,0.0,760.0
316295,São José da Lapa,MG,balanced,0.0,760.0
316300,São José da Safira,MG,balanced,0.0,760.0
316310,São José da Varginha,MG,balanced,0.0,760.0
316320,São José do Alegre,MG,balanced,0.0,760.0
316330,São José do Divino,MG,balanced,0.0,
316340,São José do Goiabal,MG,balanced,0.0,760.0
316350,São José do Jacuri,MG,balanced,0.0,760.0
316360,São José do Mantimento,MG,balanced,0.0,760.0
316370,São Lourenço,MG,balanced,64.44101336422499,196.0
316380,São Miguel do Anta,MG,balanced,0.0,760.0
316390,São Pedro da União,MG,balanced,0.0,760.0
316400,São Pedro dos Ferros,MG,balanced,0.0,760.0
316410,São Pedro do Suaçuí,MG,balanced,0.0,760.0
316420,São Romão,MG,balanced,0.0,760.0
316430,São Roque de Minas,MG,balanced,0.0,760.0
316440,São Sebastião da Bela Vista,MG,balanced,0.0,760.0
316443,São Sebastião da Vargem Alegre,MG,balanced,0.0,760.0
316447,São Sebastião do Anta,MG,balanced,0.0,760.0
316450,São Sebastião do Maranhão,MG,balanced,0.0,760.0
316460,São Sebastião do Oeste,MG,balanced,0.0,760.0
316470,São Sebastião do Paraíso,MG,balanced,0.0,760.0
316480,São Sebastião do Rio Preto,MG,balanced,0.0,760.0
316490,São Sebastião do Rio Verde,MG,balanced,0.0,
316500,São Tiago,MG,balanced,0.0,760.0
316510,São Tomás de Aquino,MG,balanced,0.0,760.0
316520,São Tomé das Letras,MG,balanced,0.0,760.0
316530,São Vicente de Minas,MG,balanced,0.0,760.0
316540,Sapucaí-Mirim,MG,balanced,0.0,760.0
316550,Sardoá,MG,balanced,0.0,760.0
316553,Sarzedo,MG,balanced,28.709844845986037,612.0
316555,Setubinha,MG,balanced,0.0,760.0
316556,Sem-Peixe,MG,balanced,0.0,760.0
316557,Senador Amaral,MG,balanced,0.0,760.0
316560,Senador Cortes,MG,balanced,0.0,760.0
316570,Senador Firmino,MG,balanced,0.0,760.0
316580,Senador José Bento,MG,balanced,0.0,
316590,Senador Modestino Gonçalves,MG,balanced,0.0,760.0
316600,Senhora de Oliveira,MG,balanced,0.0,760.0
316610,Senhora do Porto,MG,balanced,0.0,760.0
316620,Senhora dos Remédios,MG,balanced,0.0,760.0
316630,Sericita,MG,balanced,0.0,760.0
316640,Seritinga,MG,balanced,0.0,760.0
316650,Serra Azul de Minas,MG,balanced,0.0,760.0
316660,Serra da Saudade,MG,balanced,0.0,
316670,Serra dos Aimorés,MG,balanced,0.0,760.0
316680,Serra do Salitre,MG,balanced,0.0,760.0
316690,Serrania,MG,balanced,0.0,760.0
316695,Serranópolis de Minas,MG,balanced,0.0,760.0
316700,Serranos,MG,balanced,0.0,760.0
316710,Serro,MG,balanced,0.0,760.0
316720,Sete Lagoas,MG,balanced,48.94826811761248,399.0
316730,Silveirânia,MG,balanced,0.0,760.0
316740,Silvianópolis,MG,balanced,0.0,760.0
316750,Simão Pereira,MG,balanced,0.0,760.0
316760,Simonésia,MG,balanced,0.0,760.0
316770,Sobrália,MG,balanced,0.0,760.0
316780,Soledade de Minas,MG,balanced,0.0,760.0
316790,Tabuleiro,MG,balanced,0.0,760.0
316800,Taiobeiras,MG,balanced,0.0,760.0
316805,Taparuba,MG,balanced,0.0,760.0
316810,Tapira,MG,balanced,0.0,
316820,TAPIRAI,MG,balanced,0.0,
316830,Taquaraçu de Minas,MG,balanced,0.0,760.0
316840,Tarumirim,MG,balanced,0.0,760.0
316850,Teixeiras,MG,balanced,0.0,760.0
316860,Teófilo Otoni,MG,balanced,0.0,760.0
316870,Timóteo,MG,balanced,64.72171547403222,189.0
316880,Tiradentes,MG,balanced,0.0,760.0
316890,Tiros,MG,balanced,0.0,760.0
316900,Tocantins,MG,balanced,0.0,760.0
316905,Tocos do Moji,MG,balanced,0.0,760.0
316910,Toledo,MG,balanced,0.0,760.0
316920,Tombos,MG,balanced,0.0,760.0
316930,Três Corações,MG,balanced,66.64715124556712,162.0
316935,Três Marias,MG,balanced,0.0,760.0
316940,Três Pontas,MG,balanced,69.21069470901433,131.0
316950,Tumiritinga,MG,balanced,0.0,760.0
316960,Tupaciguara,MG,balanced,0.0,760.0
316970,Turmalina,MG,balanced,0.0,760.0
316980,Turvolândia,MG,balanced,0.0,760.0
316990,Ubá,MG,balanced,42.45321084982294,484.0
317000,Ubaí,MG,balanced,0.0,760.0
317005,Ubaporanga,MG,balanced,0.0,760.0
317010,Uberaba,MG,balanced,81.38725412930765,8.0
317020,Uberlândia,MG,balanced,78.66393527964968,25.0
317030,Umburatiba,MG,balanced,0.0,760.0
317040,Unaí,MG,balanced,66.11134118484493,168.0
317043,União de Minas,MG,balanced,0.0,760.0
317047,Uruana de Minas,MG,balanced,0.0,760.0
317050,Urucânia,MG,balanced,0.0,760.0
317052,Urucuia,MG,balanced,35.713342981677975,545.0
317057,Vargem Alegre,MG,balanced,0.0,760.0
317060,Vargem Bonita,MG,balanced,0.0,760.0
317065,Vargem Grande do Rio Pardo,MG,balanced,0.0,760.0
317070,Varginha,MG,balanced,69.40017875195001,125.0
317075,Varjão de Minas,MG,balanced,0.0,760.0
317080,Várzea da Palma,MG,balanced,0.0,760.0
317090,Varzelândia,MG,balanced,0.0,760.0
317100,Vazante,MG,balanced,0.0,760.0
317103,Verdelândia,MG,balanced,0.0,760.0
317107,Veredinha,MG,balanced,0.0,760.0
317110,Veríssimo,MG,balanced,0.0,760.0
317115,Vermelho Novo,MG,balanced,0.0,760.0
317120,Vespasiano,MG,balanced,60.471290022669834,249.0
317130,Viçosa,MG,balanced,62.64240536308533,222.0
317140,Vieiras,MG,balanced,0.0,
317150,Mathias Lobato,MG,balanced,0.0,760.0
317160,Virgem da Lapa,MG,balanced,0.0,760.0
317170,Virgínia,MG,balanced,0.0,760.0
317180,Virginópolis,MG,balanced,0.0,760.0
317190,Virgolândia,MG,balanced,0.0,760.0
317200,Visconde do Rio Branco,MG,balanced,0.0,760.0
317210,Volta Grande,MG,balanced,0.0,760.0
317220,Wenceslau Braz,MG,balanced,0.0,760.0
320010,Afonso Cláudio,ES,balanced,0.0,760.0
320013,Águia Branca,ES,balanced,0.0,760.0
320016,Água Doce do Norte,ES,balanced,0.0,760.0
320020,Alegre,ES,balanced,0.0,760.0
320030,Alfredo Chaves,ES,balanced,0.0,760.0
320035,Alto Rio Novo,ES,balanced,0.0,760.0
320040,Anchieta,ES,balanced,0.0,760.0
320050,Apiacá,ES,balanced,0.0,760.0
320060,Aracruz,ES,balanced,0.0,760.0
320070,Atílio Vivácqua,ES,balanced,0.0,760.0
320080,Baixo Guandu,ES,balanced,0.0,760.0
320090,Barra de São Francisco,ES,balanced,0.0,760.0
320100,Boa Esperança,ES,balanced,0.0,760.0
320110,Bom Jesus do Norte,ES,balanced,0.0,760.0
320115,Brejetuba,ES,balanced,0.0,760.0
320120,Cachoeiro de Itapemirim,ES,balanced,0.0,760.0
320130,Cariacica,ES,balanced,78.38444976221012,27.0
320140,Castelo,ES,balanced,0.0,760.0
320150,Colatina,ES,balanced,0.0,760.0
320160,Conceição da Barra,ES,balanced,0.0,760.0
320170,Conceição do Castelo,ES,balanced,0.0,760.0
320180,Divino de São Lourenço,ES,balanced,0.0,760.0
320190,Domingos Martins,ES,balanced,0.0,760.0
320200,Dores do Rio Preto,ES,balanced,0.0,760.0
320210,Ecoporanga,ES,balanced,0.0,760.0
320220,Fundão,ES,balanced,0.0,760.0
320225,Governador Lindenberg,ES,balanced,0.0,760.0
320230,Guaçuí,ES,balanced,0.0,760.0
320240,Guarapari,ES,balanced,70.85082971220008,93.0
320245,Ibatiba,ES,balanced,55.736481423788376,308.0
320250,Ibiraçu,ES,balanced,0.0,760.0
320255,Ibitirama,ES,balanced,0.0,760.0
320260,Iconha,ES,balanced,0.0,760.0
320265,Irupi,ES,balanced,0.0,760.0
320270,Itaguaçu,ES,balanced,0.0,760.0
320280,Itapemirim,ES,balanced,0.0,760.0
320290,Itarana,ES,balanced,0.0,760.0
320300,Iúna,ES,balanced,0.0,760.0
320305,Jaguaré,ES,balanced,0.0,760.0
320310,Jerônimo Monteiro,ES,balanced,0.0,760.0
320313,João Neiva,ES,balanced,0.0,760.0
320316,Laranja da Terra,ES,balanced,0.0,760.0
320320,Linhares,ES,balanced,62.04513616873362,232.0
320330,Mantenópolis,ES,balanced,0.0,760.0
320332,Marataízes,ES,balanced,0.0,760.0
320334,Marechal Floriano,ES,balanced,0.0,760.0
320335,Marilândia,ES,balanced,0.0,760.0
320340,Mimoso do Sul,ES,balanced,0.0,760.0
320350,Montanha,ES,balanced,0.0,760.0
320360,Mucurici,ES,balanced,0.0,760.0
320370,MUNIZ FREIRE,ES,balanced,0.0,760.0
320380,Muqui,ES,balanced,0.0,760.0
320390,Nova Venécia,ES,balanced,0.0,760.0
320400,Pancas,ES,balanced,0.0,760.0
320405,Pedro Canário,ES,balanced,0.0,760.0
320410,Pinheiros,ES,balanced,0.0,760.0
320420,Piúma,ES,balanced,0.0,760.0
320425,Ponto Belo,ES,balanced,0.0,760.0
320430,Presidente Kennedy,ES,balanced,0.0,760.0
320435,RIO BANANAL,ES,balanced,0.0,760.0
320440,Rio Novo do Sul,ES,balanced,0.0,760.0
320450,Santa Leopoldina,ES,balanced,0.0,760.0
320455,Santa Maria de Jetibá,ES,balanced,0.0,760.0
320460,Santa Teresa,ES,balanced,0.0,760.0
320465,São Domingos do Norte,ES,balanced,0.0,760.0
320470,São Gabriel da Palha,ES,balanced,0.0,760.0
320480,São José do Calçado,ES,balanced,0.0,760.0
320490,São Mateus,ES,balanced,0.0,760.0
320495,São Roque do Canaã,ES,balanced,0.0,760.0
320500,Serra,ES,balanced,69.62621009290706,118.0
320501,Sooretama,ES,balanced,55.065809774105865,321.0
320503,Vargem Alta,ES,balanced,0.0,760.0
320506,Venda Nova do Imigrante,ES,balanced,0.0,760.0
320510,Viana,ES,balanced,0.0,760.0
320515,Vila Pavão,ES,balanced,0.0,760.0
320517,Vila Valério,ES,balanced,0.0,760.0
320520,Vila Velha,ES,balanced,78.77487222265196,23.0
320530,Vitória,ES,balanced,22.36338189409924,672.0
330010,Angra dos Reis,RJ,balanced,0.0,760.0
330015,Aperibé,RJ,balanced,0.0,760.0
330020,ARARUAMA,RJ,balanced,65.3954389507611,177.0
330022,Areal,RJ,balanced,0.0,760.0
330023,Armação dos Búzios,RJ,balanced,0.0,760.0
330025,Arraial do Cabo,RJ,balanced,46.53738653161416,431.0
330030,Barra do Piraí,RJ,balanced,57.01921137715561,293.0
330040,Barra Mansa,RJ,balanced,0.0,760.0
330045,Belford Roxo,RJ,balanced,57.6319695177224,284.0
330050,Bom Jardim,RJ,balanced,56.98374742557291,294.0
330060,Bom Jesus do Itabapoana,RJ,balanced,0.0,760.0
330070,Cabo Frio,RJ,balanced,55.33088507996358,315.0
330080,Cachoeiras de Macacu,RJ,balanced,0.0,760.0
330090,Cambuci,RJ,balanced,0.0,760.0
330093,Carapebus,RJ,balanced,0.0,760.0
330095,Comendador Levy Gasparian,RJ,balanced,0.0,760.0
330100,Campos dos Goytacazes,RJ,balanced,69.12487807488058,134.0
330110,CANTAGALO,RJ,balanced,0.0,760.0
330115,Cardoso Moreira,RJ,balanced,0.0,760.0
330120,Carmo,RJ,balanced,0.0,760.0
330130,Casimiro de Abreu,RJ,balanced,0.0,760.0
330140,Conceição de Macabu,RJ,balanced,0.0,760.0
330150,Cordeiro,RJ,balanced,35.77365990310999,543.0
330160,Duas Barras,RJ,balanced,0.0,760.0
330170,Duque de Caxias,RJ,balanced,67.63950961811487,153.0
330180,Engenheiro Paulo de Frontin,RJ,balanced,0.0,760.0
330185,GUAPIMIRIM,RJ,balanced,55.4719567492293,312.0
330187,Iguaba Grande,RJ,balanced,0.0,760.0
330190,Itaboraí,RJ,balanced,60.87057555234691,246.0
330200,Itaguaí,RJ,balanced,0.0,760.0
330205,Italva,RJ,balanced,0.0,760.0
330210,Itaocara,RJ,balanced,0.0,760.0
330220,Itaperuna,RJ,balanced,0.0,760.0
330225,Itatiaia,RJ,balanced,0.0,760.0
330227,Japeri,RJ,balanced,44.76547215437635,457.0
330230,Laje do Muriaé,RJ,balanced,0.0,760.0
330240,Macaé,RJ,balanced,52.79070490502201,347.0
330245,Macuco,RJ,balanced,0.0,760.0
330250,Magé,RJ,balanced,54.38479548648012,330.0
330260,Mangaratiba,RJ,balanced,0.0,760.0
330270,Maricá,RJ,balanced,41.216918500597274,501.0
330280,Mendes,RJ,balanced,0.0,760.0
330285,Mesquita,RJ,balanced,8.84722275117575,754.0
330290,Miguel Pereira,RJ,balanced,0.0,760.0
330300,Miracema,RJ,balanced,0.0,760.0
330310,Natividade,RJ,balanced,0.0,760.0
330320,Nilópolis,RJ,balanced,0.0,760.0
330330,Niterói,RJ,balanced,68.89860980752788,137.0
330340,Nova Friburgo,RJ,balanced,66.16399474249185,167.0
330350,Nova Iguaçu,RJ,balanced,63.453311294298075,215.0
330360,Paracambi,RJ,balanced,61.61097346255106,240.0
330370,Paraíba do Sul,RJ,balanced,0.0,760.0
330380,Paraty,RJ,balanced,27.730533378165447,626.0
330385,Paty do Alferes,RJ,balanced,0.0,760.0
330390,Petrópolis,RJ,balanced,64.54876460870483,192.0
330395,Pinheiral,RJ,balanced,0.0,760.0
330400,Piraí,RJ,balanced,0.0,760.0
330410,Porciúncula,RJ,balanced,0.0,760.0
330411,Porto Real,RJ,balanced,0.0,760.0
330412,Quatis,RJ,balanced,0.0,760.0
330414,Queimados,RJ,balanced,47.68942468190896,420.0
330415,Quissamã,RJ,balanced,0.0,760.0
330420,Resende,RJ,balanced,39.555047483319015,512.0
330430,Rio Bonito,RJ,balanced,0.0,760.0
330440,Rio Claro,RJ,balanced,0.0,760.0
330450,Rio das Flores,RJ,balanced,0.0,760.0
330452,Rio das Ostras,RJ,balanced,58.570927025968686,268.0
330455,Rio de Janeiro,RJ,balanced,64.45996862931925,194.0
330460,Santa Maria Madalena,RJ,balanced,16.51146306197613,723.0
330470,Santo Antônio de Pádua,RJ,balanced,45.74547817012691,442.0
330475,São Francisco de Itabapoana,RJ,balanced,0.0,760.0
330480,São Fidélis,RJ,balanced,0.0,760.0
330490,São Gonçalo,RJ,balanced,66.06302453107146,169.0
